Tract,CALI
V1,-0.9989298735376884
V2,-0.9994531223715165
V3,-0.9944412092470415
V4,-0.9964966806847142
V5,-0.9992992971152039
V6,-0.9991962804301852
V7,-0.9985253926299682
V8,-0.9890372706377908
V9,-0.9985206065783386
V10,-0.9943470754144619
V11,-0.9998405021039343
V12,-0.9968370685026305
V13,-0.9999993941996528
V14,-0.9997914974862889
V15,-0.995493678478032
V16,-0.9918946820283274
V17,-0.9986822256120071
V18,-0.9983819913706865
V19,-0.9665372137756476
whole GM,43.417445015769886
Tract,CALI
V1,-0.9989298735376884
V2,-0.9994531223715165
V3,-0.9944412092470415
V4,-0.9964966806847141
V5,-0.9992992971152039
V6,-0.9991962804301852
V7,-0.9985253926299681
V8,-0.9890372706377907
V9,-0.9985206065783386
V10,-0.9943470754144619
V11,-0.9998405021039343
V12,-0.9968370685026305
V13,-0.9999993941996528
V14,-0.9997914974862889
V15,-0.9954936784780319
V16,-0.9918946820283275
V17,-0.9986822256120071
V18,-0.9983819913706865
V19,-0.9665372137756473
whole GM,43.41744501576988
