Tract,CALI
V1,-0.12133780239173564
V2,-0.11402934958786515
V3,-0.11011436757645787
V4,-0.11384179564049568
V5,-0.11266138594140573
V6,-0.11408220544176872
V7,-0.11631358977848749
V8,-0.11100912474252467
V9,-0.10967974539226233
V10,-0.11364594784643856
V11,-0.13021126050062415
V12,-0.11630168344485026
V13,-0.13361126190479355
V14,-0.1192439688205299
V15,-0.11845260883868058
V16,-0.11024512499322714
V17,-0.10842490222747081
V18,-0.12002037872779536
V19,-0.10319252196664164
whole GM,13.299214333022052
